,tags,name,udc
2811,"['решен', 'е', 'существован', 'задач', 'функц', 'х', 'отсюд', 'г', 'существ', 'пуст', 'услов', 'доказательств', 'явля', 'о', 'проблем', 'существ', 'решен', 'задач', 'о', 'отсюд', 'е', 'услов', 'явля', 'функц', 'х', 'г', 'доказательств', 'так', 'м', 'х', 'существ', 'решен', 'задач', 'г', 'функц', 'проблем', 'доказательств', 'отсюд', 'о', 'существован', 'е', 'так', 'задач', 'пуст', 'явля', 'о', 'существован', 'решен', 'х', 'функц', 'так', 'проблем', 'г', 'существ', 'услов', 'е']",sm-993,517
2812,"['л', 'уравнен', 'функц', 'решен', 'задач', 'оператор', 'собствен', 'е', 'а', 'г', 'задач', 'уравнен', 'функц', 'е', 'г', 'оператор', 'а', 'л', 'собствен', 'решен', 'функц', 'задач', 'оператор', 'уравнен', 'собствен', 'е', 'л', 'г', 'а', 'решен', 'г', 'задач', 'оператор', 'уравнен', 'функц', 'а', 'собствен', 'е', 'решен', 'л']",sm-994,517
2813,"['г', '«', 'услов', 'р', 'задач', 'е', 'функц', 'пуст', 'е', 'услов', 'р', 'г', 'задач', 'функц', '«', 'пуст', '«', 'г', 'р', 'е', 'функц', 'задач', 'услов', 'пуст', 'услов', 'р', 'г', 'функц', 'задач', 'е', '«', 'пуст']",sm-995,517
2814,"['силовск', 'конечн', 'п', 'л', 'некотор', 'числ', 'след', 'е', 'инволюц', 'леж', 'пуст', 'подгрупп', 'т', 'максимальн', 'люб', 'элемент', 'следств', 'противореч', 'пуст', 'г', 'ф', 'инволюц', 'е', 'подгрупп', 'п', 'т', 'теорем', 'р', 'максимальн', 'ф', 'подгрупп', 'содержа', 'групп', 'пуст', 'л', 'действительн', 'теорем', 'силовск', 'конечн', 'нильпотентн', 'п', 'т', 'некотор', 'следств', 'элемент', 'г', 'поэт', 'е', 'действительн', 'м', 'люб', 'инволюц', 'нильпотентн', 'рподгрупп', 'подгрупп', 'п']",sm-996,512
2815,"['г', 'м', 'левоупорядочен', 'е', 'р', 'групп', 'кольц', 'так', 'люб', 'б', 'т', 'множеств', 'д', 'пуст', 'групп', 'элемент', 'кольц', 'группов', 'пуст', 'предложен', 'идеал', 'конус', 'так', 'е', 'га', 'люб', 'прав', 'цепн', 'т', 'д', 'пуст', 'существ', 'отношен', 'след', 'га', 'люб', 'лу', 'б', 'г', 'групп', 'р', 'м', 'случа', 'г', 'р', 'пуст', 'элемент', 'существ', 'отношен', 'м', 'след', 'конус', 'так', 'цепн', 'т', 'множеств']",sm-997,512
2816,"['пространств', 'пуст', 'мер', 'поперечник', 'т', 'г', 'неравенств', 'п', 'х', 'множеств', 'класс', 'люб', 'е', 'колмогоровск', 'мер', 'пространств', 'функц', 'поперечник', 'т', 'люб', 'п', 'е', 'г', 'х', 'класс', 'множеств', 'пуст', 'колмогоровск', 'пространств', 'колмогоровск', 'неравенств', 'работ', 'г', 'пуст', 'след', 'мер', 'п', 'т', 'поперечник', 'люб', 'множеств', 'класс', 'е', 'т', 'люб', 'множеств', 'класс', 'пуст', 'поперечник', 'п', 'мер', 'пространств', 'г', 'х', 'функц', 'констант']",sm-998,517
2817,"['шар', 'г', 'услов', 'функц', 'достаточн', 'лемм', 'теорем', 'е', 'р', 'решен', 'т', 'д', 'след', 'уравнен', 'о', 'функц', 'т', 'теорем', 'след', 'д', 'решен', 'ф', 'множеств', 'г', 'е', 'уравнен', 'р', 'шар', 'теорем', 'волчк', 'шар', 'функц', 'след', 'ф', 'множеств', 'решен', 'г', 'е', 'р', 'д', 'т', 'уравнен', 'функц', 'средн', 'г', 'р', 'след', 'т', 'интеграл', 'достаточн', 'нул', 'е', 'теорем', 'уравнен', 'решен', 'д']",sm-999,517
2818,"['алгебраическ', 'пуст', 'нильпотентн', 'групп', 'свободн', 'уравнен', 'систем', 'одн', 'элемент', 'множеств', '–', 'координатн', 'явля', 'случа', 'нильпотентн', 'алгебраическ', 'групп', 'уравнен', 'свободн', 'случа', 'элемент', 'множеств', 'систем', '–', 'явля', 'координатн', 'г', 'одн', 'свободн', 'одн', 'элемент', '–', 'ступен', 'случа', 'нильпотентн', 'явля', 'пуст', 'групп', 'множеств', 'алгебраическ', 'координатн', 'систем', 'групп', 'множеств', 'алгебраическ', 'г', 'свободн', 'элемент', 'координатн', '–', 'систем', 'явля', 'нильпотентн', 'уравнен', 'ступен', 'пуст']",smj-1,512
2819,"['решен', 'инвариантн', 'явля', 'уравнен', 'вид', 'матриц', 'систем', 'функц', 'движен', 'имеет', 'значен', 'газов', 'уравнен', 'газов', 'функц', 'явля', 'имеет', 'решен', 'систем', 'инвариантн', 'вид', 'движен', 'матриц', 'значен', 'уравнен', 'явля', 'имеет', 'систем', 'инвариантн', 'функц', 'решен', 'вид', 'матриц', 'движен', 'значен', 'газов', 'вид', 'явля', 'функц', 'имеет', 'уравнен', 'решен', 'систем', 'инвариантн', 'матриц', 'газов', 'движен', 'значен']",smj-10,517
2820,"['след', 'формул', 'ф', 'област', 'точк', 'г', 'е', 'уравнен', 'услов', 'функц', 'решен', 'неподвижн', 'р', 'пуст', 'г', 'решен', 'е', 'точк', 'формул', 'фо', 'след', 'единствен', 'функц', 'област', 'уравнен', 'неподвижн', 'услов', 'р', 'област', 'г', 'неподвижн', 'уравнен', 'р', 'ф', 'точк', 'услов', 'функц', 'е', 'решен', 'пуст', 'след', 'фо', 'аналитичн', 'имеет', 'пуст', 'уравнен', 'фо', 'област', 'р', 'г', 'точк', 'функц', 'услов', 'решен', 'е', 'неподвижн']",smj-100,517
2821,"['систем', 'сжима', 'пространств', 'пуст', 'циппер', 'дуг', 'равенств', 'услов', 'структурн', 'параметризац', 'явля', 'отображен', 'точк', 'подоб', 'отображен', 'услов', 'систем', 'сжима', 'множеств', 'точк', 'семейств', 'дуг', 'структурн', 'последовательн', 'сходим', 'самоподобн', 'явля', 'подоб', 'явля', 'систем', 'последовательн', 'множеств', 'циппер', 'пространств', 'дуг', 'точк', 'либ', 'структурн', 'пуст', 'отображен', 'подоб', 'семейств', 'аттрактор', 'конц', 'отображен', 'множеств', 'семейств', 'равенств', 'люб', 'либ', 'сжима', 'структурн', 'систем', 'явля', 'дуг', 'пуст']",smj-1000,517
2822,"['множеств', 'тополог', 'полунорм', 'м', 'релаксац', 'селектор', 'свойств', 'пространств', 'непрерывн', 'е', 'т', 'компактн', 'отображен', 'п', 'г', 'пространств', 'множеств', 'п', 'селектор', 'релаксац', 'т', 'непрерывн', 'е', 'р', 'отображен', 'компактн', 'тополог', 'норм', 'т', 'п', 'свойств', 'непрерывн', 'р', 'тополог', 'подмножеств', 'множеств', 'пространств', 'е', 'отображен', 'х', 'г', 'измерим', 'г', 'подмножеств', 'т', 'пространств', 'отображен', 'р', 'измерим', 'компактн', 'последовательн', 'норм', 'свойств', 'множеств', 'непрерывн', 'е']",smj-101,517
2823,"['функц', 'пространств', 'п', 'г', 'пространств', 'функц', 'п', 'г', 'пространств', 'г', 'функц', 'п', 'пространств', 'функц', 'г', 'п']",smj-102,517
2824,"['е', 'задач', 'сло', 'краев', 'м', 'ф', 'х', 'решен', 'функц', 'уравнен', 'услов', 'област', 'пограничн', 'о', 'уравнен', 'о', 'решен', 'ф', 'е', 'х', 'задач', 'м', 'услов', 'функц', 'област', 'сло', 'пограничн', 'краев', 'функц', 'ф', 'уравнен', 'област', 'е', 'х', 'решен', 'задач', 'м', 'краев', 'услов', 'сло', 'пограничн', 'о', 'е', 'сло', 'ф', 'м', 'х', 'задач', 'решен', 'функц', 'уравнен', 'услов', 'област', 'пограничн', 'краев', 'о']",smj-103,519.9
2827,"['поскольк', 'г', 'услов', 'либ', 'кривизн', 'е', 'п', 'пут', 'функц', 'х', 'теорем', 'формул', 'определен', 'случа', 'пут', 'стандартн', 'х', 'формул', 'е', 'п', 'функц', 'г', 'кривизн', 'случа', 'теорем', 'услов', 'либ', 'поскольк', 'теорем', 'формул', 'вектор', 'функц', 'х', 'е', 'г', 'п', 'пут', 'кривизн', 'стандартн', 'случа', 'поскольк', 'либ', 'е', 'пут', 'вектор', 'случа', 'п', 'г', 'функц', 'х', 'кривизн', 'формул', 'либ', 'пространств', 'определен', 'поскольк']",smj-106,513.81
2828,"['пространств', 'г', 'х', 'е', 'функц', 'т', 'дифференцируем', 'р', 'точк', 'смысл', 'е', 'функц', 'т', 'пространств', 'дифференцируем', 'х', 'г', 'р', 'смысл', 'точк', 'пространств', 'г', 'е', 'х', 'т', 'функц', 'дифференцируем', 'р', 'смысл', 'точк', 'х', 'дифференцируем', 'т', 'е', 'функц', 'г', 'р', 'пространств', 'точк', 'смысл']",smj-107,517
2829,"['го', 'граф', 'носител', 'множеств', 'х', 'пуст', 'вершин', 'ребер', 'сфер', 'так', 'котор', 'пространств', 'отображен', 'рассмотр', 'е', 'буд', 'пространств', 'м', 'многообраз', 'г', 'индекс', 'след', 'называ', 'разветвлен', 'н', 'трехмерн', 'утвержден', 'граф', 'г', 'граф', 'сфер', 'точк', 'тэтаграф', 'сингулярн', 'вокруг', 'накрыт', 'ь', 'н', 'пространств', 'регулярн', 'явля', 'гиперэллиптическ', 'групп', 'регулярн', 'г', 'пуст', 'граф', 'т', 'рассмотр', 'ребер', 'е', 'вершин', 'индекс', 'х', 'орбифолд', 'трехмерн']",smj-108,514
2830,"['р', 'отображен', 'функц', 'ограничен', 'ни', 'г', 'норм', 'групп', 'пространств', 'определен', 'принадлеж', 'явля', 'е', 'класс', 'р', 'п', 'е', 'явля', 'координатн', 'точк', 'свойств', 'карн', 'определен', 'искажен', 'так', 'доказательств', 'работ', 'отображен', 'х', 'определен', 'отображен', 'карн', 'г', 'явля', 'принадлеж', 'р', 'групп', 'е', 'искажен', 'ограничен', 'функц', 'класс', 'класс', 'пространств', 'координатн', 'доказательств', 'точк', 'так', 'отображен', 'р', 'е', 'групп', 'г', 'искажен', 'ограничен', 'карн']",smj-109,517
2831,"['нильпотентн', 'представител', 'конечн', 'разрешим', 'компонент', 'алгебр', 'уровн', 'функц', 'ограничен', 'порядк', 'мал', 'элемент', 'числ', 'коммутатор', 'огранич', 'теорем', 'шаблон', 'однородн', 'элемент', 'централизатор', 'коммутатор', 'доказательств', 'компонент', 'некотор', 'ограничен', 'нильпотентн', 'порядк', 'прост', 'алгебр', 'шаблон', 'мал', 'некотор', 'индекс', 'прост', 'нетривиальн', 'доказательств', 'либ', 'элемент', 'компонент', 'коммутатор', 'представител', 'уровн', 'коммутатор', 'алгебр', 'разрешим', 'числ', 'однородн', 'нетривиальн', 'компонент', 'представител', 'огранич', 'градуирова', 'конечн', 'прост', 'элемент', 'котор']",smj-11,512
2832,"['проекц', 'имеют', 'вектор', 'е', 'обозрим', 'друг', 'п', 'люб', 'пуст', 'тел', 'комплексн', 'выпукл', 'компактн', 'симметр', 'преобразован', 'тел', 'симметр', 'совмеща', 'комплексн', 'выпукл', 'люб', 'некотор', 'либ', 'теорем', 'проекц', 'п', 'е', 'вектор', 'пуст', 'групп', 'вектор', 'подпространств', 'относительн', 'так', 'имеют', 'тел', 'проекц', 'п', 'выпукл', 'комплексн', 'друг', 'люб', 'проекц', 'е', 'пространств', 'относительн', 'друг', 'либ', 'выпукл', 'параллельн', 'тел', 'п', 'комплексн', 'вектор', 'люб', 'компактн']",smj-110,513.73
2833,"['отображен', 'г', 'так', 'форм', 'н', 'е', 'функц', 'уравнен', 'ограничен', 'искажен', 'ш', 'групп', 'ф', 'свойств', 'явля', 'н', 'отображен', 'так', 'ф', 'ш', 'след', 'г', 'е', 'групп', 'функц', 'уравнен', 'ограничен', 'искажен', 'функц', 'уравнен', 'ограничен', 'е', 'след', 'т', 'ф', 'отображен', 'н', 'г', 'групп', 'свойств', 'форм', 'образ', 'т', 'образ', 'отображен', 'е', 'г', 'так', 'форм', 'н', 'функц', 'искажен', 'ф', 'ограничен', 'групп', 'свойств']",smj-111,517
2834,"['гладк', 'котор', 'фазов', 'вектор', 'п', 'формул', 'лин', 'длин', 'кривизн', 'угл', 'точк', 'т', 'неравенств', 'ломан', 'вектор', 'т', 'угл', 'лемм', 'длин', 'интегральн', 'неравенств', 'касательн', 'люб', 'лин', 'фазов', 'кривизн', 'гладк', 'сумм', 'сумм', 'интегральн', 'неравенств', 'котор', 'вектор', 'люб', 'дважд', 'лин', 'фазов', 'длин', 'угл', 'кривизн', 'гладк', 'точк', 'лин', 'сумм', 'касательн', 'угл', 'треугольник', 'точк', 'хорд', 'кривизн', 'неравенств', 'г', 'вектор', 'длин', 'фазов', 'гладк']",smj-112,514
2835,"['п', 'р', 'оператор', 'ш', 'уравнен', 'решен', 'явля', 'случа', 'т', 'функц', 'х', 'м', 'вид', 'перемен', 'м', 'ш', 'х', 'п', 'е', 'пространств', 'явля', 'т', 'линейн', 'уравнен', 'функц', 'р', 'вид', 'перемен', 'х', 'м', 'потенциа', 'е', 'т', 'п', 'уравнен', 'функц', 'р', 'пространств', 'вид', 'оператор', 'задач', 'решен', 'газ', 'уравнен', 'функц', 'х', 'решен', 'е', 'м', 'п', 'явля', 'оператор', 'р', 'вид', 'перемен', 'пространств']",smj-113,517
2836,"['оператор', 'е', 'систем', 'услов', 'п', 'х', 'функц', 'отображен', 'г', 'р', 'т', 'линейн', 'удовлетворя', 'кажд', 'т', 'функц', 'отображен', 'х', 'решен', 'е', 'систем', 'п', 'р', 'услов', 'г', 'оператор', 'удовлетворя', 'кажд', 'систем', 'решен', 'е', 'отображен', 'удовлетворя', 'оператор', 'г', 'п', 'х', 'р', 'услов', 'т', 'линейн', 'кажд', 'услов', 'кажд', 'е', 'р', 'линейн', 'удовлетворя', 'систем', 'отображен', 'х', 'п', 'г', 'решен', 'оператор', 'т']",smj-114,517
2837,"['некотор', 'квазиконформн', 'котор', 'крив', 'г', 'множеств', 'относительн', 'точк', 'п', 'е', 'отображен', 'квазиотражен', 'отражен', 'явля', 'допуска', 'групп', 'крив', 'точк', 'е', 'п', 'множеств', 'отображен', 'квазиконформн', 'отражен', 'относительн', 'котор', 'явля', 'квазиотражен', 'п', 'случа', 'квазиотражен', 'явля', 'допуска', 'множеств', 'крив', 'е', 'квазиконформн', 'отображен', 'точк', 'относительн', 'отражен', 'котор', 'област', 'относительн', 'квазиконформн', 'п', 'отражен', 'крив', 'явля', 'е', 'множеств', 'отображен', 'квазиотражен', 'точк', 'допуска', 'котор']",smj-115,517
2838,"['оператор', 'отображен', 'член', 'произвольн', 'пуст', 'нгр', 'рг', 'пространств', 'последовательн', 'е', 'банахов', 'замкнут', 'компактн', 'т', 'последовательн', 'точн', 'т', 'произвольн', 'пуст', 'банахов', 'оператор', 'пространств', 'замкнут', 'подпространств', 'компактн', 'коротк', 'комплекс', 'г', 'пространств', 'ф', 'подпространств', 'оператор', 'нормальн', 'замкнут', 'член', 'кажд', 'образ', 'последовательн', 'т', 'комплекс', 'нга', 'точн', 'комплекс', 'р', 'нга', 'оператор', 'разреш', 'т', 'коротк', 'подпространств', 'нормальн', 'рг', 'образ', 'множеств', 'последовательн', 'пространств']",smj-116,515.1
2839,"['множеств', 'элемент', 'попарн', 'г', 'имеет', 'проектор', 'определен', 'существ', 'тип', 'подалгебр', 'х', 'м', 'след', 'е', 'алгебр', 'м', 'тип', 'элемент', 'л', 'явля', 'н', 'пуст', 'а', 'симметр', 'максимальн', 'г', 'е', 'множеств', 'п', 'услов', 'так', 'определен', 'след', 'семейств', 'называ', 'имеет', 'фа', 'х', 'явля', 'тип', 'симметр', 'е', 'фа', 'пуст', 'симметр', 'ортогональн', 'так', 'е', 'векторфункц', 'попарн', 'след', 'услов', 'алгебр', 'множеств', 'проектор', 'явля']",smj-117,517
2840,"['люб', 'шар', 'е', 'ф', 'семейств', 'отображен', 'пересека', 'област', 'шп', 'неравенств', 'т', 'теорем', 'х', 'множеств', 'неподвижн', 'так', 'теорем', 'шп', 'множеств', 'е', 'р', 'отображен', 'существ', 'мп', 'х', 'шар', 'ф', 'точк', 'точек', 'ф', 'инволюц', 'точк', 'определен', 'р', 'област', 'е', 'люб', 'множеств', 'семейств', 'предложен', 'х', 'шар', 'неравенств', 'шар', 'теорем', 'точк', 'люб', 'р', 'ф', 'множеств', 'х', 'отображен', 'так', 'е', 'семейств', 'шп']",smj-118,517
2841,"['р', 'доказательств', 'г', 'пространств', 'функц', 'след', 'неравенств', 'пуст', 'мер', 'теорем', 'е', 'вложен', 'х', 'оценк', 'р', 'теорем', 'вложен', 'функц', 'пуст', 'неравенств', 'пространств', 'мер', 'оценк', 'х', 'е', 'п', 'след', 'г', 'мер', 'функц', 'неравенств', 'теорем', 'р', 'пространств', 'вложен', 'оценк', 'след', 'е', 'пуст', 'г', 'х', 'доказательств', 'е', 'р', 'след', 'оценк', 'пространств', 'функц', 'неравенств', 'пуст', 'мер', 'теорем', 'п', 'вложен', 'х', 'доказательств']",smj-119,517
2842,"['алгебр', '≈', 'класс', '∧', 'люб', 'предложен', 'отрицан', '↔', 'импликативн', 'логик', 'решетк', '∇', 'расширен', 'формул', 'нельсон', 'сильн', 'люб', 'отрицан', 'интуиционистск', 'определ', 'класс', 'расширен', 'решеток', 'явля', 'твистструктур', 'гомоморфизм', 'логик', 'решетк', 'предложен', 'класс', 'гейтинг', '↔', 'определ', 'множеств', 'гомоморфизм', 'импликативн', 'отрицан', 'люб', 'пуст', 'решеток', 'структур', 'логик', 'импликативн', 'след', 'отрицан', 'логик', 'обознача', 'явля', 'нельсон', 'множеств', '∇', '∧', 'расширен', 'класс', 'образ', 'предложен']",smj-12,510
2843,"['оценк', 'ограничен', 'топологическ', 'услов', 'индекс', 'сохраня', 'выполня', 'х', 'квазиконформн', 'ф', 'отображен', 'неравенств', 'точк', 'теорем', 'отображен', 'точк', 'пуст', 'индекс', 'име', 'квазиконформн', 'открыт', 'неравенств', 'топологическ', 'теорем', 'искажен', 'г', 'оценк', 'х', 'ф', 'отображен', 'теорем', 'г', 'пуст', 'шар', 'всюд', 'неравенств', 'топологическ', 'точк', 'индекс', 'ограничен', 'оценк', 'искажен', 'точк', 'открыт', 'топологическ', 'всюд', 'ф', 'ориентац', 'х', 'оценк', 'шар', 'г', 'отображен', 'неравенств', 'ограничен', 'индекс']",smj-120,513.77
2844,"['обобщен', 'секцион', 'метрик', 'пуст', 'одномерн', 'точк', 'рх', 'г', 'е', 'х', 'функц', 'кривизн', 'област', 'хо', 'функц', 'метрик', 'е', 'выпукл', 'х', 'рх', 'кривизн', 'хо', 'множеств', 'точк', 'област', 'одномерн', 'секцион', 'шп', 'х', 'кривизн', 'одномерн', 'л', 'метрик', 'е', 'точк', 'функц', 'област', 'секцион', 'хо', 'шп', 'множеств', 'пуст', 'функц', 'метрик', 'точк', 'пуст', 'секцион', 'выпукл', 'е', 'х', 'област', 'кривизн', 'одномерн', 'хо', 'множеств', 'конформноплоск']",smj-121,514
2846,"['алгебр', 'х', 'проектор', 'мест', 'существ', 'люб', 'имеет', 'сил', 'т', 'слаб', 'е', 'подмножеств', 'теорем', 'пуст', 'е', 'л', 'поэт', 'проектор', 'ху', 'теорем', 'сил', 'х', 'имеет', 'услов', 'алгебр', 'множеств', 'пуст', 'явля', 'е', 'элемент', 'отсюд', 'существ', 'х', 'п', 'алгебр', 'пуст', 'л', 'имеет', 'т', 'след', 'теорем', 'проектор', 'существ', 'е', 'множеств', 'алгебр', 'произвольн', 'следовательн', 'т', 'х', 'ф', 'теорем', 'услов', 'ху', 'пуст', 'л']",smj-123,517
2847,"['решен', 'непрерывн', 'функц', 'классическ', 'производн', 'г', 'задач', 'т', 'х', 'уравнен', 'услов', 'част', 'е', 'модул', 'функц', 'непрерывн', 'прав', 'задач', 'р', 'услов', 'част', 'свойств', 'г', 'решен', 'т', 'х', 'модул', 'е', 'постоя', 'решен', 'р', 'модул', 'пространств', 'свойств', 'непрерывн', 'функц', 'задач', 'т', 'х', 'услов', 'уравнен', 'прав', 'коэффициент', 'полос', 'модул', 'классическ', 'услов', 'постоя', 'задач', 'функц', 'т', 'непрерывн', 'решен', 'х', 'е', 'част']",smj-124,517
2848,"['р', 'уравнен', 'е', 'услов', 'так', 'неравенств', 'лемм', 'существ', 'функц', 'констант', 'р', 'функц', 'лемм', 'уравнен', 'е', 'так', 'существ', 'неравенств', 'констант', 'услов', 'уравнен', 'е', 'так', 'р', 'существ', 'функц', 'услов', 'неравенств', 'лемм', 'констант', 'е', 'неравенств', 'р', 'так', 'существ', 'уравнен', 'лемм', 'услов', 'функц', 'констант']",smj-125,517
2849,"['ф', 'так', 'х', 'кратн', 'пуст', 'п', 'н', 'следовательн', 'нормальн', 'фиттинг', 'групп', 'решетк', 'лемм', 'класс', 'я', 'г', 'е', 'лемм', 'л', 'доказа', 'фиттинг', 'х', 'н', 'некотор', '€', 'класс', 'групп', 'ф', 'л', 'некотор', 'групп', 'локальн', 'г', 'фиттинг', 'лемм', 'доказа', 'х', 'решетк', 'кратн', 'знач', 'класс', 'ф', 'пуст', 'класс', 'так', 'решетк', 'групп', 'фиттинг', 'п', 'атом', 'кратн', 'локальн', 'е', 'я', 'н', 'ф']",smj-126,512
2850,"['устойчив', 'т', 'дан', 'неравенств', 'решен', 'линейн', 'периодическ', 'систем', 'г', 'оценк', 'явля', 'след', 'мал', 'достаточн', 'т', 'неоднородн', 'след', 'дан', 'оценк', 'г', 'матриц', 'решен', 'систем', 'периодическ', 'неравенств', 'мал', 'явля', 'достаточн', 'систем', 'т', 'периодическ', 'мал', 'г', 'дан', 'решен', 'оценк', 'неравенств', 'явля', 'достаточн', 'неоднородн', 'матриц', 'след', 'периодическ', 'матриц', 'линейн', 'решен', 'явля', 'достаточн', 'устойчив', 'неравенств', 'мал', 'систем', 'оценк', 'г', 'т', 'дан']",smj-127,517
2851,"['класс', 'решен', 'локальн', 'т', 'отображен', 'д', 'е', 'шт', 'явля', 'стат', 'х', 'существ', 'слипшицев', 'устойчив', 'х', 'локальн', 'отображен', 'решен', 'шт', 'шп', 'так', 'множеств', 'пространств', 'стат', 'явля', 'класс', 'е', 'д', 'систем', 'отображен', 'локальн', 'х', 'устойчив', 'слипшицев', 'област', 'кажд', 'класс', 'решен', 'множеств', 'пуст', 'е', 'д', 'систем', 'услов', 'пуст', 'существ', 'так', 'локальн', 'множеств', 'след', 'класс', 'отображен', 'решен', 'е', 'устойчив', 'д']",smj-128,514
2852,"['покрыт', 'многогранник', 'тел', 'р', 'точк', 'г', 'х', 'хо', 'мал', 'явля', 'пуст', 'отрезок', 'т', 'е', 'тел', 'х', 'шар', 'лт', 'неравенств', 'существ', 'множеств', 'точк', 'крив', 'т', 'г', 'п', 'соответствен', 'гт', 'точк', 'е', 'отрезк', 'п', 'тел', 'неравенств', 'явля', 'мал', 'х', 'кажд', 'обознач', 'гт', 'т', 'г', 'т', 'выпукл', 'г', 'функц', 'кажд', 'множеств', 'опорн', 'явля', 'е', 'обознач', 'лт', 'соответствен', 'тел', 'точк']",smj-129,514
2853,"['степен', 'образ', 'граничн', 'так', 'вершин', 'сло', 'соответств', 'трехмерн', 'минимальн', 'особ', 'прообраз', 'многообраз', 'элемент', 'отображен', 'пуст', 'сло', 'элемент', 'цикл', 'п', 'фундаментальн', 'котор', 'одн', 'особ', 'отображен', 'соответств', 'минимальн', 'клеточн', 'так', 'отображен', 'степен', 'тор', 'котор', 'кажд', 'ребр', 'граничн', 'трехмерн', 'замкнут', 'слов', 'клеточн', 'многообраз', 'групп', 'соответств', 'сфер', 'вычислен', 'граничн', 'ребр', 'кажд', 'тор', 'зейферт', 'слов', 'замкнут', 'многообраз', 'отображен', 'степен', 'групп', 'клетк']",smj-13,515.1
2854,"['существ', 'е', 'конструктивн', 'атом', 'изоморфизм', 'сильн', 'алгебр', 'рекурсивн', 'булев', 'автоморфизм', 'г', 'множеств', 'люб', 'номер', 'рекурсивн', 'конструктивн', 'определ', 'номер', 'х', 'т', 'атомн', 'алгебр', 'атом', 'булев', 'автоморфизм', 'множеств', 'ф', 'е', 'элемент', 'рекурсивн', 'сильн', 'т', 'р', 'х', 'групп', 'изоморфизм', 'атомн', 'доказа', 'булев', 'алгебр', 'атом', 'множеств', 'автоморфизм', 'х', 'так', 'номер', 'доказательств', 'множеств', 'атомн', 'алгебр', 'конструктивн', 'т', 'рекурсивн', 'булев', 'атом', 'г']",smj-130,512
2855,"['уравнен', 'о', 'е', 'услов', 'г', 'задач', 'т', 'динамик', 'а', 'котор', 'е', 'г', 'динамик', 'услов', 'задач', 'уравнен', 'а', 'о', 'котор', 'т', 'динамик', 'задач', 'т', 'е', 'уравнен', 'услов', 'г', 'а', 'о', 'котор', 'е', 'услов', 'а', 'т', 'уравнен', 'задач', 'динамик', 'г', 'котор', 'о']",smj-131,517
2856,"['пуст', 'последовательн', 'сп', 'е', 'пространств', 'ф', 'т', 'класс', 'г', 'функц', 'р', 'бип', 'м', 'множеств', 'г', 'пространств', 'ф', 'р', 'функц', 'т', 'н', 'м', 'а', 'е', 'бип', 'пуст', 'последовательн', 'норм', 'бип', 'услов', 'так', 'вытека', 'е', 'г', 'функц', 'норм', 'котор', 'пространств', 'ф', 'р', 'последовательн', 'множеств', 'е', 'ф', 'пространств', 'последовательн', 'бип', 'г', 'множеств', 'функц', 'р', 'пуст', 'м', 'норм', 'вытека', 'те']",smj-132,517
2857,"['семейств', 'е', 'нумерац', 'главн', 'ас', 'подсемейств', 'сильн', 'свойств', 'конечн', 'общерекурсивн', 'перечислим', 'вполн', 'г', 'пуст', 'вычислим', 'г', 'так', 'пуст', 'ф', 'е', 'образ', 'случа', 'нумерац', 'явля', 'функц', 'перечислим', 'эффективн', 'шаг', 'множеств', 'вычислим', 'функц', 'пуст', 'ф', 'рекурсивн', 'шаг', 'эффективн', 'г', 'так', 'ас', 'е', 'оператор', 'сильн', 'функц', 'т', 'подсемейств', 'вычислим', 'нумерац', 'семейств', 'конечн', 'котор', 'х', 'общерекурсивн', 'рекурсивн', 'оператор', 'открыт', 'существ']",smj-133,518.11
2858,"['матриц', 'т', 'г', 'функц', 'след', 'см', 'област', 'п', 'га', 'е', 'услов', 'границ', 'тип', 'автоморфизм', 'га', 'границ', 'п', 'област', 'функц', 'автоморфизм', 'матриц', 'г', 'услов', 'е', 'след', 'тип', 'см', 'т', 'област', 'матриц', 'след', 'границ', 'см', 'г', 'функц', 'га', 'п', 'е', 'услов', 'тип', 'автоморфизм', 'т', 'е', 'г', 'област', 'матриц', 'функц', 'п', 'га', 'автоморфизм', 'услов', 'след', 'тип', 'т', 'см', 'границ']",smj-134,517
2859,"['функц', 'г', 'отклонен', 'момент', 'услов', 'т', 'лля', 'п', 'услов', 'г', 'момент', 'отклонен', 'функц', 'т', 'лля', 'п', 'лля', 'г', 'отклонен', 'момент', 'услов', 'т', 'п', 'функц', 'отклонен', 'услов', 'г', 'момент', 'лля', 'функц', 'т', 'п']",smj-135,519.2
2860,"['интервал', 'матриц', 'е', 'некотор', 'максимальн', 'отношен', 'п', 'унарн', 'вид', 'клон', 'элемент', 'конечн', 'содерж', 'так', 'р', 'матриц', 'функц', 'множеств', 'максимальн', 'моноид', 'клон', 'элемент', 'столбц', 'вид', 'м', 'алгебр', 'роц', 'столбец', 'содержа', 'выделен', 'г', 'содерж', 'п', 'отношен', 'роц', 'элемент', 'клон', 'х', 'л', 'моноид', 'т', 'е', 'числ', 'г', 'так', 'называ', 'вид', 'конечн', 'множеств', 'унарн', 'роц', 'т', 'клон', 'е', 'п', 'отношен']",smj-136,512
