,udc,keywords
2809,518.61,"['устойчив', 'задач', 'фиктивн', 'прав', 'точк', 'загрузк', 'ьи', 'автор', 'з', 'получ', 'производн', 'уп', 'метод', 'уравнен', 'значен', 'фактическ', 'счита', 'эт', 'разностн', 'вычисля', 'апрел', 'трет', 'раз', 'числен', 'и', 'ме', 'общероссийск', 'так', 'шаг', 'интегрирован', 'рассмотр', 'удк', 'п', 'двухточечн', 'дифференциальн', 'имеют', 'найд', 'ис', 'у', 'меньш', 'определя', 'применен', 'вид', 'решен', 'лет', 'значен', 'та', 'счет', 'выш', 'произвольн', 'обеспечива', 'времен', 'занима', 'тод', 'четверт', 'получ']"
2810,517,"['\x00', '\x10', '\x08\x12', '\x03\x02', '\x08\x06\x03\x02', '\x03', '\x08\x18', '\x08', '\x11\x03', '\x17\x03\x10', '\x03\x02\x0f', '\x12\x12', '\x03\x12\x05', '\x03\x08', '\x12\x03', '\x04', '\x10\x02', '\x12\x08', '\x11\x10', '\x10\x05', '\x03\x10\x02', 'ǳ', '\x08\x18', '\x04\x12\x16', '\x10\x03\x05', '\x06\x08', '\x10', '\x03\x10\x06', '\x0f', 'æ', '\x08\x08\x18', '\x03\x17\x08\x02', '\x08\x05\x0f', '\x12\x03\x18', '\x02\x06\x03', '\x08\x16', '\x10', '\x08', '\x04\x05\x06\x08\x08', 'возмущен', '\x10\x0f\x12', '\x06\x12\x08', '\x06\x08', '\x08', '\x03\x02', '\x08\x18', '\x12\x05', '\x00', '\x00\x02', '\x18\x08', '\x04\x17\x02', '\x08\x16', '\x12\x0f', '\x16', '\x12\x03', '\x02']"
2811,512,"['\x0f', '\x06', '\x16', '\x10\x02', '\x0f\x05', '\x19', '\x18', '\x06\x06\x12', '\x1a', '\x0f\x03\x03\x06', '\x04\x05\x06\x07\x08\x05', '\x03', '\x18\x11', '\x10\x05\x11', '\x18', '\x0f', '\x02\x03\x05', '\x11\x11\x06', '\x19\x06', '\x12\x11', '\x11\x11', '\x12\x06', '\x03\x06', '\x11', '\x05\x12\x11', '\x05\x04', '\x17\x17', '\x05\x05\x08', '\x03', '\x12', '\x14', '\x05', '\x12\x06', '\x02\x03\x04\x05\x06', '\x05\x12', '\x06', '\x0f\x03\x03\x06', '\x0e', '\x19\x02\x06', '\x08\x08', '\x03\x18\x06', '\x05\x02\x17', '\x02', '\x14', '\x05', '\x03', '\x03\x00', '\x0e\x08', '\x03\x06\x12', '\uf8f7', '\x18\x03\x18', '\x0f', '\x06\x08\x08', '\x05\x18', '\x0f\x10\x08', '\x05\x02\x03']"
2812,517,"['\x06', '\x02', '\x19', '\x04', '\x11', '\x02\x03', '\x03', '\x0f', '\x08\x0f', '\x00\x02', '\x02\x02\x06', '–', '\x11\x12', '\x06\x04', '\x08', '\x04', '\x05', '\x02\x02\x06', '\x0f', '\x1b\x19', '\x1a', 'общероссийск', '\x06\x06', '\x1b', '\x04\x06\x06', 'ǳ\x02\x03\x04\x05\x06\x08', 'мат', '\x02\x11\x04', '\x00', '\x06', '\x02\x11\x18', '\x06\x03', '\x03\x02', 'æ', '\x02', '\x1b\x1b', '\x03\x08', '\x02\x02\x06', 'ǳ\x0f', '\x08\x02\x02', '\x03\x04\x05\x06\x08', '\x0f\x10\x08', '\x19', '\x06\x03', '\x12\x08', '\x12', '\x02', '\x0f', '\x02\x02\x06', '\x02\x19', '\x1b\x19', 'æ', '\x10\x06\x03', '\x03\x08', '\x02\x02', '\x08\x0f']"
2813,512,"['множ', 'множеств', 'числ', 'следовательн', 'га', 'мазур', 'квазициклическ', 'дважд', 'случа', 'свойств', 'справедлив', 'краев', 'ррх', 'фн', 'сил', 'класс', 'доказательств', 'групп', 'дает', 'общероссийск', 'рс', 'точн', 'сл', 'б', 'пользовательск', 'естествен', 'те', 'свободн', 'лемм', 'пуст', 'инволюц', 'транзитивн', 'люб', 'нормальн', 'ф', 'очевидн', 'найдет', 'сил', 'противореч', 'ядр', 'использован', 'жг', 'элемент', 'транзитивн', 'некотор', 'регулярн', 'р', 'изоморфн', 'отсюд', 'поэт', 'груп', 'пуст', 'инволюц', '\ufeff', 'бесконечн', 'подстан']"
2814,517,"['равенств', 'имеет', 'след', 'фазов', 'времен', 'фиксирова', 'сепарабельн', 'перв', '©', 'полугрупп', 'непрерыв', 'переходн', 'оператор', 'очеред', 'о', 'люб', 'начальн', 'процесс', '°', 'существ', 'дан', 'теорем', 'следовательн', 'принима', 'август', 'жеств', 'простот', 'соответств', 'х', 'м', 'област', 'формул', 'математическ', 'реализац', 'марковск', 'непрерывн', 'некотор', 'сформул', 'продолжаем', 'соотнош', 'мно', 'хн', 'пространств', 'марковск', 'т', 'фиксирова', 'непрер', 'формул', 'либ', '°', 'свойств', 'порожден', 'перв', 'границ', 'д', 'борел']"
2815,514,"['определен', 'замечан', 'допустим', 'параметр', 'эквивалентн', 'ветв', 'точк', 'обозначен', 'обобщен', 'расслоен', 'дуг', 'тв', 'зам', 'вообщ', 'допустим', 'см', 'проекц', 'так', 'тв', 'векторн', 'минковск', 'параметриз', 'канон', 'независим', 'завис', 'зада', 'боровск', 'свойств', 'крив', 'расслоен', 'называ', 'зада', 'говор', 'см', 'касательн', 'правлен', 'каноническ', 'определен', 'финслеров', 'ряд', 'ветв', 'непрерывн', 'пространств', 'финслеров', 'буд', 'т', 'определен', 'точк', 'луч', 'существ', 'оговор', 'строг', 'бу', 'минковск', 'движен', 'достаточн']"
2816,517,"['задач', 'равн', 'так', 'функц', 'перейдет', 'имеет', 'свойств', 'дальн', 'вид', 'гельдер', 'начал', 'ч', 'итерац', 'использован', 'г', 'неравномерн', 'задач', 'границ', 'кажд', 'равномерн', 'скорост', 'н', 'люб', 'стремя', 'имеет', 'превыша', 'конечн', 'ьг', 'точк', 'координат', 'хр', 'величин', 'границ', 'бесконечн', 'завися', 'равномерн', 'относительн', 'дифференцируем', 'например', 'котор', 'предполага', 'общ', 'х', 'т', 'общероссийск', 'кругов', 'получен', 'точк', 'грешност', 'конечн', 'пуст', 'касан', 'сокр', 'фр', 'справедлив', 'всяк']"
2817,513.83,"['нижн', 'остров', 'поверхн', 'услов', 'сжима', 'описа', 'шаг', 'шар', 'возврат', 'алгоритмическ', 'двум', 'дуг', 'нача', 'эйлеров', 'кра', 'тривиальн', 'возврат', 'трехмерн', 'след', 'разбиен', 'непроница', 'шар', 'ни', 'коп', 'нормальн', 'вдол', 'числ', 'рассмотр', 'одн', 'сфер', 'гомологическ', 'компонент', 'операц', 'поверхн', 'случа', 'сохраня', 'те', 'томпсон', 'дуг', 'гомолог', 'перв', 'положен', 'сфер', 'нормальн', 'алгоритм', 'многообраз', 'разбива', 'одн', 'некотор', 'теорем', 'применя', 'изотопн', 'привед', 'сжима', 'сложност', 'называ']"
2818,517,"['нача', 'устойчив', 'состоян', 'прям', 'квадрант', 'цикл', 'чив', 'ф', 'чивост', 'ся', 'пор', 'принадлежн', 'метр', 'критическ', 'прям', 'систем', 'так', 'точк', 'определя', 'отрезк', 'характер', 'след', 'замет', 'перв', 'ах', 'е', 'точек', 'фазов', 'имеет', 'уравнен', 'систем', 'изобража', 'выполня', 'име', 'портрет', 'ф', 'функц', 'удовлетворя', 'предполож', 'тип', 'скольжен', 'легк', 'точк', 'систем', 'значен', 'ос', 'поэт', 'например', 'интервал', 'устойчив', 'числ', 'общероссийск', 'простот', 'свойств', 'эт', 'структур']"
2819,512,"['групп', 'котор', 'едв', 'коммутант', 'показа', 'ясн', 'отсюд', 'произвольн', 'характеристическ', 'явля', 'ряд', 'длин', 'силовск', 'результат', 'конечн', 'пуст', 'некотор', 'факторгрупп', 'кажд', 'проблем', 'поэт', 'финитарн', 'замет', 'характеристическ', 'те', 'множеств', 'локальн', 'перв', 'транзитивн', 'едв', 'содерж', 'разрешим', 'теорем', 'представлен', 'прост', 'теор', 'либ', 'котор', 'услов', 'лемм', 'ряд', 'образ', 'групп', 'следовательн', 'сво', 'теорем', 'очевидн', 'разрешим', 'доказательств', 'котор', 'называ', 'счита', 'очен', 'приступ', 'стабилиз', 'проясня']"
2820,512,"['\x10', '\x08\x04', '\x03\x11', '\x18', '\x17', '\x12\x1b', '\x08\x08\x19', '\x10\x10\x04', '\x03\x1b', '\x10\x08', '\x12\x08\x17', '\x12\x03', '\x0e', '\x18\x08\x08', '\x08', '\x12\x04', '\x03\x04\x05', '\x06', '\x08\x18', '\x03\x1b', '\x11', '\x04\x12\x11', '\x11\x08', '\x00\x02\x03', '\x17', '\x02', 'ǳ\x03\x08\x04\x03', '\x10\x17', '\x16', '\x04', '\x00', '\x02', '\x04\x03\x04', '\x1a\x1b', '\x11', '\x06\x10', 'математическ', '\x08\x08', '\x08\x18', 'ǳ\x02', '\x04\x12', '\x00\x02\x03\x04\x05\x04\x06\x04\x08\x04', '\x05', '\x00', '\x1b', 'ǳ\x02\x03\x04\x05', '\x17\x02', '\x08\x18', '\x08\x18\x10', '\x18\x02', '\x1a', '\x03\x1b', '\x08\x03\x12', '\x0f\x03\x08', 'гласн', '\x11\x12\x11']"
2821,517,"['масс', 'л', 'образ', 'равновесн', 'дан', 'област', 'г', 'пот', 'вполн', 'компакт', 'имеет', 'п', 'интегральн', 'ч', 'множеств', 'убыва', 'реализ', 'решен', 'равенств', 'определен', 'говор', 'сферическ', 'кош', 'соответствен', 'единствен', 'дает', 'ом', 'окончательн', 'обознач', 'т', 'функц', 'устойчив', 'х', 'некотор', 'перв', 'функциона', 'компакт', 'преобразован', 'равня', 'равн', 'представлен', 'доказательств', 'фур', 'применен', 'масс', 'пуст', 'функц', 'отмет', 'работ', 'р', 'вид', 'распределен', 'зрен', 'свод', 'шар', 'положительн']"
2822,517,"['\x11', '\x18', '\x16', '\x02', '\x11\x16', '\x03\x18', '\x11\x19', '\x03\x11', '\x17', '\x11\x03\x16', '\x03\x04\x17', '\x05', '\x03\x08', '\x10\x02', '\x12', '\x08', '\x08\x11', '\x05\x08\x19\x06', '\x11', '\x05\x11\x18\x08\x08', '\x08\x11\x1b', '\x04\x17\x16', '\x03\x1b', '\x17', '\x03\x18\x03', '\x05\x07', '\x11\x12', '\x12\x16', '\x05', '\x02\x03', '\x16', '\x04\x11\x18', '\x05\x08\x19\x06', '\x16\x18\x05', '\x00\x02', '\x03\x16', '\x12\x16', '\x08\x19', '\x11\x11', '\x11\x19\x04', '\x12\x08', '\x11', '\x02', '\x19', '\x00', '\x11', '\x06', '\x05', '\x04\x05\x12\x11', '\x03\x0f', '\x1b', '\x16', '\x18\x04\x16', '\x03\x18', '\x03\x1b', '\x08\x08']"
2823,513.7,"['\x05', '\x16', '\x03', '\x17\x04', '\x11', '\x06\x08', '\x10\x11\x12', '\x05\x18', '\x06', '\x0f\x1a', '\x05\x08\x1a', '\x08\x19', '\x05\x1a', 'ǳ\x02', '\x06', '\x17\x05', '\x1b', '\x11', '\x04', '\x05\x0f', '\x19', 'ǳ\x04', '\x10', '\x03\x04', '\x08', '\x08\x06', '\x11\x1b', '\x06\x0f', '\x18', '\x1a\x02', '\x05\x05', '\x17', '\x1a\x08\x1a', '\x05\x06\x08\x04', '\x10', '\x11', '\x08\x1a\x0f', '\x1a\x16', '\x06\x08', '\x18\x08', 'загрузк', '\ufeff', '\x04', '\x1a', '\x04\x05', '\x1a\x05', '\x03', '\x08\x17', '\x08\x0f\x06', '\x1a\x0f', 'пользовательск', '\x1a\x16', '\x05', 'е', '\x04\x05\x04', '\x04\x08\x02']"
2824,512,"['ãðóïïû', 'ñëåäñòâèå', 'èç', '℄', 'èìååò', 'êàæäîãî', 'áàçèñ', 'ãðóïïà', 'номер', 'ñëåäóþùàÿ', 'íà', 'îíà', 'общероссийск', 'åòñÿ', 'è', 'òîãäà', '℄', 'ñëó÷àå', 'ìíîæåñòâî', 'ëîãèêè', 'ëþáûõ', 'загрузк', 'òîëüêî', 'логик', 'использован', 'ðàçðåøèìà', 'параметр', 'òåîð', 'è', 'êîãäà', 'îáîáù¼ííî', 'алгебр', 'ñîäåðæèò', 'ïî', 'согласн', 'ïîä', 'ïîäãðóïïû', 'êàæäîãî', 'ãðóïï', 'äâå', 'ýòîò', 'ÿâëÿåòñÿ', 'ÿâëÿåòñÿ', 'è', 'ìíîæåñòâî', 'ïóñòü', 'òåîðåìû', 'ãäå', '÷òî', 'скиб', 'äàííîé', 'òîëüêî', '\x9d', 'èìååò', 'êîòîðûõ', '÷èñåë']"
2825,512,"['\x03\x04', '\x11', '\x08', '\x1a', '\x03\x0f', '\x12', '∧', '\x06', '\x08\x0f', '\x11\x02', '\x08\x02', '\x17\x02', '\x0e', '\x03\x08\x08\x04\x08', '\x00', '\x11', '\x17\x08', '\x11\x0f', '\x08', '\x03\x02', '\x04\x08', '\x12\x05\x06', '\x11\x04', 'ǳ\x02\x03\x04\x05', '\x11\x08\x18', '\x08\x16', 'кольц', '\x11\x10', '\x08\x04', '\x11\x0f', '\x11', '\x1b', '\x08', '\x17\x18', '\x1a', '∧', '\x16\x04', '\x0f', '\x18', '\x08\x03\x04', '\x08\x0f\x05\x10', '\x03', '\x0f', '\x03', '\x03\x08', '\x08\x0f\x05\x10', '\x0f\x05\x04', '\x13', '\x08\x08', '\x08\x04', '\x11\x08', '\x19', '\x0f\x18', '\x0f\x05\x08', '\x16\x17\x19\x0f\x08', '\x17\x03']"
2826,510,"['квантор', 'некотор', 'множеств', 'люб', 'сильн', 'отрицательн', 'га', 'язык', 'называ', 'замет', 'пересека', 'ци', 'ством', 'непосредствен', 'модел', 'элемент', 'расширен', 'фор', 'имеющ', 'изоморфизм', 'лых', 'булев', 'сг', 'декартов', 'см', 'сумм', 'основн', 'л', 'пуст', 'имеет', 'символ', 'функц', 'наук', 'язык', 'линейн', 'всяк', 'конечн', 'г«', 'мл', 'одн', 'упомянут', 'элементар', 'конструктивн', 'люб', 'кудайберген', 'дальн', 'обычн', 'г', 'порядок', 'сибирск', 'литератур', 'дел', 'интерпретац', 'обогащен', 'ни', 'ет']"
2827,512,"['\x04', '\x10', '\x03\x02', '\x18\x11\x06', '\x06\x02', '\x03\x04', '\x11\x12\x10', '\x04\x02', '\x02\x06\x02\x17', '\x04\x03\x11\x02', '\x04\x12', '\x12\x11', '\x16\x17\x16', '\x04\x10\x04\x05', '\x12', '\x04\x03\x11\x02', '\x18', '\x18\x04\x10\x02', '\x10\x11\x19', '\x06\x06\x04', '\x04\x04', '\x04\x06\x04', '\x05\x11\x19', '\x03\x04\x06\x04', '\x10\x12', '\x12\x19', '\x11\x16\x06\x04\x12', '\x04\x03\x11', '\x12', '\x19', '\x11\x05\x11\x06', '\x04', '\x04\x05\x03\x04', '\x04\x19\x02', '\x10\x11', '\x04\x19', '\x10\x11\x19', '\x10\x10', '\x16\x17\x16', '\x11\x06', '\x12\x16', '\x18', '\x04', '\x03\x04', '\x03', '\x05\x11', '\x00', '\x08', '\x19', '\x11\x05', '\x03\x03\x0f', '\x02\x11', '\x10\x04\x05\x04', '\x06\x04', '\x03\x04\x12\x11', '\x12\x05']"
2828,517,"['горн', 'функц', 'н', 'х', 'о', 'например', 'равенств', 'получ', '\ufeff', 'аг', 'мв', 'б', 'член', 'л', 'г', '«', 'гипергеометрическ', '°', 'несобствен', 'вп', 'известн', 'продолжен', 'нц', 'прим', 'ряд', 'нужн', 'представ', 'л', 'х', 'п', 'нх', 'рол', 'одн', 'прид', 'снача', 'выполн', 'дальн', 'ц', 'конфлюэнтн', 'котор', 'преобразован', 'б', 'б', 'н', 'свойств', 'связыва', 'ц', 'использован', 'ци', 'л', 'сложн', 'р„', 'основн', 'одн', 'наход', 'а„']"
2829,517,"['оператор', 'теорем', 'основн', 'отображен', 'функц', 'представ', 'поскол', 'зада', 'положительн', 'знач', 'опуска', 'лев', 'выполнен', 'найдет', 'пространств', 'мпг', 'отображен', 'набор', 'м', 'слев', 'норм', 'фундаментальн', 'супремум', '–', 'см', 'перемен', 'техник', 'тельност', 'авк', 'линейн', 'обознач', 'выпукл', 'пуст', 'котор', 'слев', 'называ', 'простра', 'известн', 'потреб', 'ме', 'мет', 'величин', 'полн', 'функц', 'выполн', 'услов', 'множеств', 'пуст', 'фиксирова', 'авк', 'м', 'име', 'параграф', 'выпук', 'предполож', 'бот']"
2830,512,"['групп', 'длин', 'локальн', 'действ', 'так', 'лыткин', 'превосход', 'предварительн', 'слов', 'задач', 'показыва', 'нескольк', 'докаж', 'вопрек', 'силовск', 'элемент', 'выполня', 'работ', 'лыткин', 'рав', 'множеств', 'числ', 'групп', 'коммутант', 'нор', 'автор', 'прост', 'отсюд', 'порядк', 'групп', 'элемент', 'доказа', 'элементарн', 'всем', 'чисел', 'период', 'двух', 'циклическ', 'локальн', 'поскольк', 'дар', 'пер', 'люб', 'групп', 'произведен', 'котор', 'порядк', 'одн', 'элементарн', 'предложен', 'кватернион', 'эл', 'логик', 'элемент', 'конечн', 'определя']"
2831,517,"['мест', 'имеет', 'пуст', 'последовательн', 'функц', 'очевидн', 'номер', 'мическ', 'ци', 'состоя', 'оп', '–', 'функ', 'сторон', 'ряд', 'максимальн', 'мест', 'существ', 'дующ', 'множеств', 'оценк', 'чи', 'справедлив', 'утвержден', 'п', 'асимптотическ', '«', 'гайсин', 'некотор', 'асимптотическ', 'дирихл', 'коэффициент', 'буд', 'стем', 'класс', 'част', 'предел', 'доказательств', 'выполн', 'вход', '««', '«', 'функц', 'полож', 'ряд', 'пуст', 'мева', 'тх', 'неубыва', 'порта', 'неограничен', 'венств', 'пз', 'дг', 'угл', 'ми']"
2832,517,"['дан', 'п', 'г', 'позволя', 'нен', 'посвящ', 'предполож', 'р', 'област', 'перейдут', 'имеет', 'рассмотр', 'бесконечн', 'обознача', 'х', 'образ', 'т', 'точк', 'ах', '«', 'пп', '»', 'больш', 'пуст', 'вполн', 'переход', 'инт', 'согласн', 'функц', 'так', 'кратн', 'чительн', 'отброс', '\ufeff', 'тип', 'покаж', 'дх', 'дан', 'определя', '„', 'равномерн', 'см', 'равномерн', 'последовательн', 'н', 'ур', 'ос', 'р', 'ци', 'числ', 'гэ', 'уш', 'гч', 'утвержда', 'представ', 'развернут']"
2833,512,"['\x03', '\x1a', '\x02', '\x06\x02', '\x08\x11\x17', '\x08\x17', '\x04\x12\x04', '\x05', '\x1b', '\x11', '\x03\x04', '\x02\x04', '\x03\x02\x03', '\x08\x16\x03', '\x04', '\x12\x11', '\x11', '\x03\x02', '\x06\x04\x08\x03', '\x05', '\x06\x04\x08', '\x02\x11', '\x02\x06', '\x12\x04', '\x0e', '\x10', '\x04\x02\x03', '\x06\x12\x02', '\x11', '\x16', '\x1b', '\x00\x02', '\x07', '\x06', '\x00', '\x04\x16', '\x04\x04\x08\x03', '\x04\x05\x04\x06', '\x02\x04', '\x05', '\x03\x18', '\x08\x06', '\x06', '\x11', '\x03', '\x1b', '\x18', '\x12\x03\x02\x03', '\x03\x02', '\x10', '\x1b\x00', '\x05', '\x06\x02', '\x16\x03', '\x03\x03', '\x18\x03']"
2834,517,"['т', 'непрерывн', 'чисел', 'пред', 'стем', 'равенств', 'котор', 'ю', 'летворя', '±', 'дифференциальн', 'записа', 'элементарн', 'характеристическ', 'е', 'скобк', 'т', 'удовлетворя', 'люб', 'качеств', 'став', 'выражен', 'сист', 'вопрос', 'снача', 'определя', 'подстановк', 'скобок', 'н', 'необходим', 'опуст', 'ет', 'сист', 'аналогичн', 'непосредствен', 'каза', 'комбинац', 'ср', 'авс', 'кажд', 'гральн', 'результат', 'матриц', 'люб', 'непрерывн', 'д', '\ufeff', 'р', 'наб', 'том', 'ц', 'рах', 'рассужден', 'содержа', 'рав', 'использу']"
2835,517,"['е', 'параметр', 'ф', 'функц', 'прост', 'асимптот', 'имеет', 'построен', 'см', 'услов', 'общероссийск', 'слов', 'оу', 'явля', 'х', 'изуч', 'мал', 'получен', '°', 'имеет', 'получ', 'производн', 'перв', 'отрезк', 'уравнен', 'построен', 'напр', 'особ', 'задач', 'некотор', 'определен', 'уравнен', 'ност', 'котор', 'производн', 'называ', 'о', 'приближен', 'х', 'понят', 'кош', 'произвол', 'вид', 'асимптотическ', 'точк', 'линейн', 'член', 'метод', 'лом', 'применя', 'буд', 'получ', 'пример', 'изуча', 'мног', 'взят']"
2836,510,"['множеств', 'перечисля', 'определя', 'столбц', 'истин', 'цикл', 'отношен', 'относительн', 'пуст', 'котор', 'ран', 'поэт', 'достаточн', 'го', 'некотор', 'бесконечн', 'элемент', 'котор', 'свидетел', 'ре', 'е', 'ни', 'минимальн', 'либ', 'необходим', 'аксиом', '€', 'существ', 'цикл', 'так', 'нов', 'конечн', 'необходим', 'л', 'наход', 'строк', 'ниж', 'прав', 'счита', 'называ', 'противн', 'дерев', 'подтребован', 'кажд', 'аппроксимац', 'пуст', 'основн', 'определя', 'открыт', 'дерев', 'алгебр', 'результат', 'прич', 'конечн', 'ш', 'аксиом']"
2837,510,"['множеств', 'чум', 'элемент', 'выш', 'отождеств', 'мно', 'центральн', 'след', 'так', 'существ', 'оракул', 'нар', 'возможн', 'буд', 'представля', 'выш', 'ромб', 'состо', 'различн', 'общ', 'люб', 'пуст', 'цикл', 'шо', 'отлич', 'эффективн', 'дан', 'поставлен', 'услов', 'аналогичн', 'некотор', 'использу', 'отож', 'доб', 'такж', 'логичн', 'говор', 'вид', 'няют', 'подтвержда', 'погрешн', 'отличн', 'рассматрива', 'связа', 'выполним', 'упорядоч', 'подтвержда', 'отношен', 'чум', 'дествля', 'взаимоотношен', 'дад', 'аналогичн', 'дет', 'общ', 'эл']"
2838,517,"['векторн', 'случа', 'математик', 'модул', 'см', 'разбиен', 'регулярн', 'булевозначн', 'дел', 'стал', 'сумм', '∧', 'счита', 'поступ', 'решетк', 'порядков', 'некотор', 'общероссийск', 'е', 'игра', 'мат', 'кусра', 'замечан', 'загрузк', 'свод', 'выб', 'классическ', 'исходн', 'гомоморфизм', 'решеточн', 'представля', 'функциона', 'замкнут', 'внутр', 'пространств', 'пуст', 'слага', 'работа', 'упорядочен', 'причин', '∧∧', 'сиб', 'слов', 'замечан', 'доказа', 'сам', 'допуска', '≥', 'г', 'оператор', 'канторович', 'отсюд', 'банахов', 'назван', 'пол', 'имеет']"
2839,517,"['\x06', '\x03\x02', '\x10', '\x04\x05', '\x02\x06', 'ǳ', '\x12', '\x00', '\x17', '\x03\x04\x02', '\x03\x02\x06\x10', '\x08\x12\x02', 'загрузк', '\x05\x10\x11', '\x1a', '\x04', '\x18', '\x12', '\x00\x05\x03', '\x06\x05', '\x11', '\x02\x11', '\x03\x06', '\x00\x02\x03', '\x1b\x02', '\x03', '\x02\x08', '\x02\x08\x05', '\x03', '\x12', '\x04', '\x02\x03', '\x02\x12', '\x1a', '\x1b', '\x03\x10', '\x17', '\x02', '\x06\x08\x08', '\x1b\x02\x02', '\x0f\x06', '\x1b\x04\x06', '\x10', '\x02', '\x00\x05', '\x11', '\x03', '\x17', '\x05', '\x02\x18', '\x08\x05', '\x03\x12\x02', '\x1b\x02\x05', '\x04\x05', '\x11\x12', '\x19\x12']"
2840,514,"['х', 'точк', 'имеющ', 'вид', 'аттрактор', 'услов', 'инвариантн', 'област', 'доказательств', 'колебательн', 'седлов', 'монотон', 'вмест', 'эн', 'стран', 'те', 'област', 'п', 'дх', 'об', 'бифуркац', 'производн', 'собствен', 'предельн', 'отрезк', 'т', 'услов', '€', 'траектор', 'отображен', 'станов', 'хаотическ', 'функц', 'преобразован', 'рассмотр', 'пересеч', 'вен', 'оператор', 'основн', 'выш', 'библиограф', 'облас', 'лемм', 'арх', 'област', 'обознач', 'траектор', 'буд', 'люб', 'последовательн', 'тор', 'бел', 'переход', 'отображен', 'кром', 'обсужд']"
2841,515.1,"['дк', 'свойств', 'обознача', 'точек', 'гх', 'количеств', 'п', 'ра', 'он', 'уровн', 'няет', 'сформулирова', 'ответств', 'пл', 'точк', 'компакт', 'такж', 'гх', 'сил', 'непуст', 'функц', 'сфер', 'соответствен', 'использова', 'означа', 'отмет', 'построен', 'замет', 'центр', 'шар', 'рассмотр', 'найт', 'сниз', 'рг', 'дифференцируем', 'факт', 'предел', 'фукс', 'курс', 'ен', 'содер', 'равн', 'компакт', 'некотор', 'вписа', 'непрерывн', 'шар', 'вс', 'мерн', 'общероссийск', 'рассматрива', 'достаточн', 'доказа', 'внутрен', 'совпада', 'целочислен']"
2842,512,"['\x08', '\x1b', '\x08\x12\x04', '\x19', '\x11', '\x0f', '\x1a\x02', '\x12\x0f\x03\x04', '\x08\x03', 'ǳ\x02', '\x11\x08', '\x11\x12', '\x08\x03\x04\x05', '\x02\x0f\x19', '\x08', '\x05', '\x12', '\x0f\x1a\x12\x16', '\x1b\x04', '\x03', '\x03\x08', '\x04', '\x03\x04', '\x18', '\x00', '\x19\x08', '\x08\x08\x0f\x04', '\x10\x03\x08', '\x00', '\x11', '\x11\x04\x12', '\x08\x03\x17', '\x19\x08\x04', '\x0f\x03\x04\x08', '\x0f\x0f\x04', '\x12\x0f\x03\x04', '\x12\x1b', '\x11\x12\x12', '\x02\x0f', '⇐⇒', '\x0f\x08\x03\x04', '–', '\x0f', '\x19', '\x03', '\x12\x08', '\x08\x11', '\x02', '\x11', '\x08\x18', '\x08\x0f', '\x12\x0f\x02', '\x03\x04\x02', '\x08\x12\x04', '\x03\x0f', '\x08']"
2843,510,"['конечн', 'означа', 'вид', 'котор', 'найт', 'булев', 'содерж', 'доказательств', 'естествен', 'ς', 'примитивн', 'тд', 'совпада', 'сторон', 'пр', 'формул', 'диаграмм', 'свидетел', 'котор', 'ко', 'случа', 'полож', 'ς', 'треб', 'лент', 'множеств', 'имеет', 'постро', 'φ', 'примитивн', 'результат', 'функц', 'пр', 'бесконечн', 'носител', 'изоморфн', 'множеств', 'формул', 'представлен', 'качеств', 'геделевск', 'отмет', 'набор', 'услов', 'произвольн', 'работ', 'выш', 'указа', 'сам', 'нумерац', 'стандартн', 'получ', 'инъекц', 'случа', 'длин', 'булев']"
2844,517,"['систем', 'уравнен', 'эйлеров', 'функц', 'р', 'умнож', 'му', 'полином', 'скобок', 'порядок', 'представлен', '»', 'интересн', 'т', 'котор', 'нул', 'интегрируем', 'получ', 'нов', 'неизвестн', 'так', 'продела', 'взгляд', 'сплошн', 'обозначен', 'зат', 'иг', 'классификац', 'явля', 'си', 'сохранен', 'нен', 'последн', 'функц', 'математическ', 'полином', 'квазилинейн', 'материа', 'сительн', 'дифференциальн', 'физик', 'возможн', 'эйлеров', 'рассмотр', 'нов', 'групп', 'прост', 'г', 'ю', 'ин', 'др', '\ufeff', 'ч', 'предполага', 'ем', 'обыкновен']"
2845,510,"['фрейм', 'прав', 'совпада', 'следовательн', 'теор', 'формул', 'случа', 'отсюд', 'зада', 'результат', 'рефлексивн', 'име', 'утвержден', 'введ', 'допустим', 'модел', 'вывод', 'глубин', 'прав', 'след', 'доказательств', 'существ', 'котор', 'обознача', 'описа', 'пра', 'необходим', 'отсюд', 'люб', 'модел', 'истин', 'базис', 'одноэлементн', 'элемент', 'эквивалентн', 'ло', 'зада', 'так', 'рассмотр', 'свободн', 'выполня', 'редукц', '⇒', 'логик', 'выполня', 'прав', 'люб', 'сил', 'конечн', 'кажд', 'табличн', 'определ', 'вывод', 'элемент', 'справедлив', 'теор']"
